activeingred,reaction,N,E,RR,PRR,EBGM,EBGM_05,EBGM_50,EBGM_95
levoleucovorin,dyspnoeas,4,2.68,1.49,1.63,1.1,0.48545,1.13827,2.24766
irbesartan/hydrochlorothiazide,dyspnoeas,21,29.37,0.71,0.71,0.7,0.48501,0.70466,0.98246
felbamate,dyspnoeas,51,82.71,0.62,0.62,0.61,0.4848,0.61472,0.766
golumumab,dyspnoeas,30,44.98,0.67,0.6,0.66,0.48471,0.66178,0.87753
abaloparatide,dyspnoeas,235,435.1,0.54,0.47,0.54,0.48422,0.54001,0.59993
simethicone,dyspnoeas,20,27.73,0.72,0.72,0.7,0.48414,0.71006,0.99737
sizavaleucel,dyspnoeas,2,0.4,5.06,5.14,1.66,0.48347,1.63026,6.60419
tiramterene,dyspnoeas,44,70.21,0.63,0.63,0.62,0.48322,0.62421,0.7903
methamphetamine,dyspnoeas,17,22.77,0.75,0.74,0.72,0.48248,0.73138,1.05417
sebelipase alfa,dyspnoeas,33,50.53,0.65,0.81,0.65,0.48234,0.64886,0.84994
latanoprostene bunod,dyspnoeas,7,6.89,1.02,0.67,0.9,0.48211,0.92304,1.57838
tildrakizumab,dyspnoeas,16,21.17,0.76,0.62,0.73,0.48126,0.73908,1.07602
propoxyphene,dyspnoeas,96,167.96,0.57,0.53,0.57,0.48084,0.57104,0.67186
ciclopirox,dyspnoeas,7,6.91,1.01,0.42,0.9,0.48083,0.92058,1.57415
pramlintide,dyspnoeas,45,72.39,0.62,0.53,0.62,0.48083,0.61932,0.78215
ceftizoxime,dyspnoeas,23,33.12,0.69,0.98,0.68,0.48034,0.68617,0.94387
buspirone,dyspnoeas,114,202.68,0.56,0.55,0.56,0.48018,0.56209,0.65283
cladribine,dyspnoeas,99,174.02,0.57,0.61,0.57,0.47991,0.56841,0.66717
diazoxide,dyspnoeas,12,14.69,0.82,0.82,0.78,0.47954,0.78767,1.20649
quetiapine,dyspnoeas,1510,3019.28,0.5,0.49,0.5,0.47926,0.50013,0.52159
risdiplam,dyspnoeas,34,52.81,0.64,0.58,0.64,0.47794,0.64007,0.8353
etonogestrel,dyspnoeas,277,524.5,0.53,0.19,0.53,0.47767,0.52808,0.58192
liotrix,dyspnoeas,6,5.52,1.09,1.1,0.94,0.47704,0.96116,1.70275
biperiden,dyspnoeas,15,19.72,0.76,0.75,0.73,0.47659,0.74244,1.09278
sulbactam,dyspnoeas,36,56.72,0.63,0.87,0.63,0.47547,0.63142,0.81827
idarubicin,dyspnoeas,47,76.99,0.61,0.75,0.61,0.47509,0.60852,0.76488
tepotinib,dyspnoeas,10,11.64,0.86,0.77,0.81,0.47476,0.81786,1.29728
mezlocillin,dyspnoeas,10,11.65,0.86,1.25,0.81,0.47461,0.81761,1.29688
cadexomer iodine,dyspnoeas,51,84.55,0.6,0.54,0.6,0.47445,0.60158,0.74964
ivermectin,dyspnoeas,78,135.87,0.57,0.48,0.57,0.47363,0.57337,0.68623
pitavastatin,dyspnoeas,33,51.5,0.64,0.6,0.63,0.47354,0.63703,0.83445
metoclopramide,dyspnoeas,319,613.84,0.52,0.48,0.52,0.47332,0.51966,0.56893
pyrimethamine,dyspnoeas,17,23.28,0.73,0.63,0.71,0.47261,0.71641,1.03259
golimumab,dyspnoeas,513,1009.5,0.51,0.47,0.51,0.47219,0.50818,0.54595
tagraxofusp,dyspnoeas,12,14.95,0.8,1.25,0.77,0.472,0.77528,1.18749
meperidine,dyspnoeas,140,257.48,0.54,0.55,0.54,0.47165,0.54354,0.62239
sufentanil,dyspnoeas,13,16.61,0.78,0.9,0.75,0.47162,0.75957,1.1465
acetaminophen,dyspnoeas,1654,3369.19,0.49,0.46,0.49,0.47134,0.49093,0.51105
tolevamer,dyspnoeas,6,5.61,1.07,0.99,0.93,0.47108,0.94911,1.68109
caffeine,dyspnoeas,38,60.95,0.62,0.6,0.62,0.47103,0.62071,0.7992
aripiprazole,dyspnoeas,916,1844.43,0.5,0.43,0.5,0.47015,0.49665,0.52412
bezlotoxumab,dyspnoeas,9,10.2,0.88,1.09,0.82,0.46963,0.8332,1.34989
lamotrigine,dyspnoeas,869,1749.84,0.5,0.46,0.5,0.46945,0.49663,0.52485
meropenem,dyspnoeas,118,215.52,0.55,0.72,0.55,0.46879,0.54725,0.63402
lactulose,dyspnoeas,30,46.6,0.64,0.59,0.64,0.46842,0.63954,0.84802
icodextrin,dyspnoeas,104,188.34,0.55,0.44,0.55,0.46791,0.55187,0.64532
glycerin,dyspnoeas,13,16.78,0.77,0.46,0.74,0.46712,0.75233,1.13556
deutetrabenazine,dyspnoeas,54,91.89,0.59,0.52,0.58,0.46563,0.58639,0.72641
rifaximin,dyspnoeas,175,332.08,0.53,0.49,0.53,0.46424,0.52692,0.595
sonidegib,dyspnoeas,16,22.01,0.73,0.69,0.71,0.46418,0.71284,1.0378
tyropanoate,dyspnoeas,3,1.57,1.9,1.98,1.19,0.46358,1.23012,2.68539
aspartic acid,dyspnoeas,112,206.14,0.54,0.5,0.54,0.46329,0.54309,0.63157
pegvisomant,dyspnoeas,66,115.81,0.57,0.48,0.57,0.46221,0.56915,0.69144
aluminum chlorohydrate,dyspnoeas,4,2.9,1.38,1.01,1.05,0.46158,1.0815,2.12782
umbralisib,dyspnoeas,7,7.27,0.96,0.95,0.87,0.46151,0.88352,1.51023
nirmatrelvir/ritonavir,dyspnoeas,532,1073,0.5,0.42,0.5,0.46134,0.49583,0.53201
albendazole,dyspnoeas,24,36.44,0.66,0.61,0.65,0.46032,0.65255,0.89211
polystyrene sulfonate,dyspnoeas,9,10.44,0.86,0.83,0.8,0.46023,0.8165,1.32273
vorapaxar,dyspnoeas,6,5.78,1.04,1.02,0.9,0.45992,0.92654,1.64057
sulconazole,dyspnoeas,2,0.47,4.3,1.51,1.53,0.45947,1.52413,5.4118
glucagon,dyspnoeas,25,38.37,0.65,0.65,0.64,0.45909,0.64614,0.87824
tazarotene,dyspnoeas,9,10.49,0.86,0.37,0.8,0.45849,0.81342,1.31773
acetaminophen/oxycodone,dyspnoeas,71,126.71,0.56,0.48,0.56,0.45808,0.55978,0.67553
erythropoietin,dyspnoeas,2,0.48,4.19,3.42,1.51,0.45562,1.50791,5.24126
povidone,dyspnoeas,24,36.85,0.65,0.38,0.64,0.45548,0.64569,0.88273
etaracizumab,dyspnoeas,3,1.63,1.84,2.66,1.16,0.45545,1.20769,2.62544
cefditoren,dyspnoeas,16,22.48,0.71,0.66,0.69,0.45502,0.69878,1.01731
olaparib,dyspnoeas,186,361.68,0.51,0.52,0.51,0.45484,0.51426,0.57865
bitolterol,dyspnoeas,14,19.04,0.74,3.53,0.71,0.45382,0.71821,1.06981
sodium fluoride,dyspnoeas,3,1.64,1.83,1.67,1.16,0.45377,1.20308,2.61329
tacrolimus,dyspnoeas,798,1660.53,0.48,0.43,0.48,0.45317,0.4806,0.50912
phenylalanine,dyspnoeas,2,0.49,4.11,3.95,1.49,0.45292,1.49671,5.12601
mirabegron,dyspnoeas,289,578.72,0.5,0.44,0.5,0.45271,0.49941,0.54923
cefpodoxime,dyspnoeas,30,48.29,0.62,0.62,0.61,0.45254,0.61787,0.81928
ripretinib,dyspnoeas,57,100.51,0.57,0.58,0.56,0.45248,0.56626,0.69769
permethrin,dyspnoeas,41,69.29,0.59,0.14,0.59,0.45243,0.58996,0.75291
alfentanil,dyspnoeas,7,7.45,0.94,1.22,0.85,0.45225,0.86577,1.47965
toremifene,dyspnoeas,11,13.98,0.79,0.8,0.75,0.45199,0.7591,1.18184
trabectedin,dyspnoeas,47,81.03,0.58,0.87,0.58,0.45184,0.57875,0.72747
arginine,dyspnoeas,4,3,1.34,1.53,1.02,0.45134,1.05723,2.07729
tetrazepam,dyspnoeas,2,0.49,4.06,4.28,1.48,0.45116,1.48941,5.05233
eluxadoline,dyspnoeas,45,77.32,0.58,0.56,0.58,0.45078,0.58061,0.73328
bifluoriden,dyspnoeas,7,7.48,0.94,1.16,0.84,0.45072,0.86285,1.47462
desvenlafaxine,dyspnoeas,297,598.5,0.5,0.45,0.5,0.45048,0.49629,0.54511
loratadine,dyspnoeas,490,1009.62,0.49,0.47,0.49,0.45023,0.48538,0.52231
simeprevir,dyspnoeas,62,110.99,0.56,0.54,0.56,0.45011,0.558,0.6819
monoctanoin,dyspnoeas,2,0.5,4.03,3.95,1.48,0.44999,1.48464,5.00455
daclizumab,dyspnoeas,78,143.26,0.54,0.6,0.54,0.44949,0.54415,0.65125
isocarboxazid,dyspnoeas,5,4.46,1.12,1.11,0.94,0.44897,0.9649,1.78523
cromolyn,dyspnoeas,184,362.45,0.51,1.13,0.51,0.44872,0.50769,0.57161
ciclopirox olamine,dyspnoeas,4,3.03,1.32,0.63,1.01,0.44753,1.04821,2.05859
milrinone,dyspnoeas,18,26.49,0.68,0.8,0.66,0.44741,0.6702,0.95706
diazepam,dyspnoeas,343,700.77,0.49,0.47,0.49,0.44737,0.48952,0.53423
dexchlorpheniramine,dyspnoeas,8,9.15,0.87,0.99,0.81,0.44733,0.82155,1.36385
elbasvir/grasoprevir,dyspnoeas,73,133.9,0.55,0.52,0.54,0.44708,0.5448,0.65583
alogliptin,dyspnoeas,31,50.94,0.61,0.6,0.6,0.44595,0.60573,0.79978
loratadine/pseudoephedrine,dyspnoeas,135,262.22,0.51,0.52,0.51,0.44556,0.51484,0.59094
tetracaine,dyspnoeas,7,7.59,0.92,0.68,0.83,0.44538,0.85261,1.457
cefoperazone/sulbactam,dyspnoeas,26,41.5,0.63,0.94,0.62,0.44521,0.62238,0.84133
finasteride,dyspnoeas,318,650.85,0.49,0.49,0.49,0.44501,0.48866,0.53506
povidone-iodine,dyspnoeas,12,15.98,0.75,0.27,0.72,0.44436,0.72988,1.11786
alefacept,dyspnoeas,54,96.42,0.56,0.52,0.56,0.44412,0.5593,0.69286
tramazoline,dyspnoeas,3,1.71,1.76,1.64,1.13,0.44393,1.17611,2.54326
ursodiol,dyspnoeas,43,74.6,0.58,0.53,0.57,0.44383,0.57508,0.72996
ibandronic acid,dyspnoeas,45,78.61,0.57,0.69,0.57,0.44357,0.57132,0.72153
voxelotor,dyspnoeas,237,479.45,0.49,0.49,0.49,0.44351,0.49438,0.549
ranitidine,dyspnoeas,889,1899.36,0.47,0.44,0.47,0.44275,0.46809,0.49438
sorbitol,dyspnoeas,3,1.72,1.74,1.28,1.13,0.44208,1.17106,2.53034
isoniazid,dyspnoeas,61,111.13,0.55,0.49,0.55,0.44157,0.5484,0.67122
dobutamine,dyspnoeas,50,89,0.56,0.69,0.56,0.44136,0.56098,0.70049
hydrochlorothiazide/triamterene,dyspnoeas,67,123.48,0.54,0.53,0.54,0.44106,0.54224,0.65783
pentoxifylline,dyspnoeas,58,105.59,0.55,0.53,0.55,0.43936,0.54874,0.67494
physostigmine,dyspnoeas,2,0.54,3.74,4.67,1.42,0.43911,1.44069,4.58868
posaconazole,dyspnoeas,52,93.51,0.56,0.55,0.55,0.43905,0.5554,0.6907
lysine,dyspnoeas,3,1.76,1.71,1.64,1.12,0.43747,1.15848,2.4984
cefixime,dyspnoeas,48,85.92,0.56,0.55,0.56,0.43666,0.55782,0.69957
ranibizumab,dyspnoeas,221,452.6,0.49,0.27,0.49,0.43642,0.48838,0.54432
naltrexone,dyspnoeas,311,649.02,0.48,0.4,0.48,0.43601,0.47927,0.5253
acitretin,dyspnoeas,55,100.48,0.55,0.51,0.55,0.43518,0.54686,0.67619
oxytocin,dyspnoeas,47,84.23,0.56,0.68,0.56,0.435,0.55718,0.70035
ledipasvir/sofosbuvir,dyspnoeas,244,504.23,0.48,0.42,0.48,0.43489,0.484,0.53667
ebastine,dyspnoeas,3,1.78,1.69,1.64,1.11,0.43434,1.14995,2.47691
hydroquinone,dyspnoeas,3,1.78,1.69,0.75,1.11,0.43418,1.1495,2.47578
etretinate,dyspnoeas,25,40.77,0.61,0.62,0.61,0.4331,0.60957,0.82853
cangrelor,dyspnoeas,7,7.85,0.89,1.19,0.81,0.433,0.82888,1.4162
nomegestrol,dyspnoeas,3,1.79,1.67,1.57,1.1,0.43219,1.14409,2.46225
antihemophilia,dyspnoeas,28,46.75,0.6,0.68,0.59,0.43176,0.59612,0.79771
oxcarbazepine,dyspnoeas,160,324.77,0.49,0.45,0.49,0.43158,0.49275,0.55945
lumateperone,dyspnoeas,30,50.86,0.59,0.53,0.58,0.43032,0.58753,0.77906
ganciclovir,dyspnoeas,75,143.5,0.52,0.66,0.52,0.42997,0.52254,0.62752
metreleptin,dyspnoeas,21,33.35,0.63,0.54,0.62,0.42984,0.62452,0.8707
tramadol/acetaminophen,dyspnoeas,30,51.03,0.59,0.59,0.58,0.42896,0.58568,0.7766
orlistat,dyspnoeas,421,908.59,0.46,0.41,0.46,0.42732,0.46345,0.50155
caffiene/acetaminophen,dyspnoeas,171,352.41,0.49,0.44,0.48,0.42698,0.48536,0.54883
aluminum hydroxide/magnesium hydroxide,dyspnoeas,18,27.85,0.65,0.66,0.63,0.42679,0.63931,0.91294
piroxicam,dyspnoeas,133,269.5,0.49,0.48,0.49,0.42673,0.49362,0.56716
galcanezumab,dyspnoeas,249,525.15,0.47,0.38,0.47,0.42661,0.47427,0.52534
tralokinumab,dyspnoeas,19,29.78,0.64,0.52,0.63,0.42647,0.63185,0.89459
rilpivirine,dyspnoeas,42,75.66,0.56,0.48,0.55,0.42643,0.55426,0.70541
iproplatin,dyspnoeas,2,0.59,3.41,3.02,1.36,0.42609,1.38988,4.16573
difelikefalin,dyspnoeas,7,8,0.87,1.06,0.8,0.42601,0.81551,1.39321
estropipate,dyspnoeas,17,26.01,0.65,0.59,0.64,0.42594,0.64568,0.93061
atracurium,dyspnoeas,51,94.36,0.54,0.64,0.54,0.42593,0.54007,0.67299
midazolam,dyspnoeas,156,321.2,0.49,0.62,0.49,0.42477,0.48581,0.55244
ceftaroline fosamil,dyspnoeas,15,22.4,0.67,0.81,0.65,0.42325,0.65935,0.97042
norelgestromin,dyspnoeas,257,548.09,0.47,0.25,0.47,0.42262,0.46903,0.51873
risankizumab,dyspnoeas,426,930.19,0.46,0.4,0.46,0.42256,0.45807,0.49551
carglumic,dyspnoeas,10,13.34,0.75,0.63,0.71,0.42072,0.72477,1.14931
rivaroxaban,dyspnoeas,2174,4994.34,0.44,0.44,0.44,0.42014,0.43532,0.45085
velpatasvir,dyspnoeas,62,119.02,0.52,0.52,0.52,0.42013,0.52084,0.63649
cefotaxime,dyspnoeas,90,179.61,0.5,0.67,0.5,0.41961,0.5012,0.59273
glecaprevir/pibrentasvir,dyspnoeas,173,363.36,0.48,0.45,0.48,0.4193,0.47627,0.53817
dimethindene,dyspnoeas,2,0.62,3.23,2.33,1.33,0.41822,1.35998,3.94704
isoproterenol,dyspnoeas,18,28.47,0.63,1.7,0.62,0.41787,0.62594,0.89384
colistimethate,dyspnoeas,13,18.98,0.69,1.14,0.66,0.41719,0.67192,1.01408
pitolisant,dyspnoeas,19,30.48,0.62,0.6,0.61,0.41711,0.61798,0.87495
exenatide,dyspnoeas,978,2225.33,0.44,0.37,0.44,0.41683,0.43954,0.46306
donepezil,dyspnoeas,208,445.01,0.47,0.45,0.47,0.41635,0.46757,0.52282
enoxacin,dyspnoeas,4,3.38,1.18,1.15,0.94,0.41566,0.97295,1.90441
yohimbine,dyspnoeas,3,1.93,1.56,1.51,1.06,0.41555,1.09897,2.3515
hydrocodone,dyspnoeas,311,681.86,0.46,0.42,0.46,0.41505,0.45624,0.50006
pentazocine,dyspnoeas,32,56.95,0.56,0.52,0.56,0.41478,0.56062,0.73722
azelaic acid,dyspnoeas,11,15.41,0.71,0.34,0.69,0.41403,0.69535,1.08246
pramoxine,dyspnoeas,2,0.64,3.13,1.61,1.31,0.41388,1.34373,3.83718
reserpine,dyspnoeas,8,10.04,0.8,0.78,0.74,0.41314,0.75875,1.25922
amphetamine,dyspnoeas,63,123.5,0.51,0.45,0.51,0.41223,0.51016,0.62249
leucovorin,dyspnoeas,93,189.61,0.49,0.6,0.49,0.41202,0.49069,0.57877
elacestrant,dyspnoeas,33,59.57,0.55,0.57,0.55,0.41103,0.55295,0.72431
acamprosate,dyspnoeas,13,19.32,0.67,0.64,0.65,0.41038,0.66096,0.99753
sparsentan,dyspnoeas,7,8.41,0.83,0.87,0.77,0.40879,0.78253,1.33659
fluorometholone,dyspnoeas,9,11.96,0.75,0.44,0.71,0.40863,0.72496,1.17407
semaglutide,dyspnoeas,282,625.07,0.45,0.39,0.45,0.4086,0.45131,0.4969
binimetinib,dyspnoeas,51,98.48,0.52,0.5,0.52,0.40835,0.51778,0.64521
promethazine,dyspnoeas,105,218.38,0.48,0.52,0.48,0.40818,0.48105,0.5621
radium,dyspnoeas,72,144.62,0.5,0.55,0.5,0.40814,0.49804,0.60028
esmethadone,dyspnoeas,78,158.01,0.49,0.42,0.49,0.40793,0.49384,0.59103
dyclonine,dyspnoeas,3,1.99,1.5,0.52,1.04,0.40738,1.07693,2.29864
lurasidone,dyspnoeas,210,459.93,0.46,0.46,0.46,0.40698,0.45679,0.5105
bictegravir,dyspnoeas,52,101.14,0.51,0.45,0.51,0.40643,0.51414,0.63939
valbenazine,dyspnoeas,299,668.4,0.45,0.44,0.45,0.40632,0.44749,0.49136
aviptadil,dyspnoeas,6,6.75,0.89,1.09,0.8,0.40629,0.81835,1.44716
tretinoin,dyspnoeas,81,165.45,0.49,0.16,0.49,0.40606,0.48979,0.58431
prasterone,dyspnoeas,10,13.91,0.72,0.29,0.69,0.40533,0.69826,1.10722
lanthanum,dyspnoeas,48,92.71,0.52,0.51,0.52,0.40521,0.51766,0.64921
lomitapide,dyspnoeas,55,108.15,0.51,0.52,0.51,0.40474,0.50861,0.6289
estrogens,dyspnoeas,431,987.89,0.44,0.38,0.44,0.40277,0.43641,0.47187
glipizide,dyspnoeas,117,248.88,0.47,0.44,0.47,0.40267,0.47038,0.5453
cabotegravir/rilpivirine,dyspnoeas,25,44,0.57,0.47,0.56,0.40233,0.56628,0.76969
bisacodyl,dyspnoeas,39,73.83,0.53,0.49,0.53,0.40209,0.52795,0.67768
molsidomine,dyspnoeas,2,0.69,2.88,2.85,1.26,0.40194,1.29987,3.56939
ustekinumab,dyspnoeas,715,1672.53,0.43,0.39,0.43,0.40183,0.42758,0.45441
levorphanol,dyspnoeas,9,12.21,0.74,0.68,0.7,0.40117,0.71172,1.15259
dasabuvir,dyspnoeas,5,5.19,0.96,0.99,0.84,0.40016,0.85971,1.58735
paliperidone,dyspnoeas,385,887.09,0.43,0.38,0.43,0.3988,0.43414,0.47152
ethambutol,dyspnoeas,23,40.25,0.57,0.51,0.57,0.39848,0.56924,0.78302
dextroamphetamine,dyspnoeas,66,135.05,0.49,0.44,0.49,0.39713,0.48901,0.59408
vedolizumab,dyspnoeas,1372,3309.45,0.41,0.62,0.41,0.39648,0.41462,0.4333
imipramine,dyspnoeas,77,160.48,0.48,0.47,0.48,0.3961,0.48013,0.57528
ethacrynate,dyspnoeas,8,10.54,0.76,0.85,0.71,0.39602,0.72731,1.20692
daridorexant,dyspnoeas,27,49.1,0.55,0.55,0.55,0.39509,0.54881,0.73803
incobotulinumtoxina,dyspnoeas,47,92.91,0.51,0.4,0.5,0.39504,0.50601,0.63603
amantadine,dyspnoeas,63,129.08,0.49,0.45,0.49,0.39464,0.48839,0.59593
rotigotine,dyspnoeas,87,184.58,0.47,0.3,0.47,0.3937,0.47171,0.5594
sodium phosphate,dyspnoeas,7,8.83,0.79,0.8,0.74,0.39224,0.75085,1.28227
loxapine,dyspnoeas,17,28.41,0.6,0.6,0.59,0.39184,0.59401,0.85612
norethindrone,dyspnoeas,117,255.9,0.46,0.43,0.46,0.39169,0.45755,0.53043
oxtriphylline,dyspnoeas,4,3.7,1.08,1.08,0.88,0.39078,0.91444,1.78629
hydroxyprogesterone,dyspnoeas,196,445.66,0.44,0.3,0.44,0.39046,0.44006,0.49368
methacycline,dyspnoeas,3,2.16,1.39,1.22,0.99,0.38936,1.02853,2.18497
saxagliptin,dyspnoeas,61,126.38,0.48,0.44,0.48,0.38894,0.48304,0.59122
olsalazine,dyspnoeas,7,8.93,0.78,0.76,0.73,0.38852,0.74372,1.27005
saquinavir,dyspnoeas,37,72,0.51,0.49,0.51,0.38848,0.51389,0.66376
didanosine,dyspnoeas,56,115.1,0.49,0.44,0.49,0.38828,0.4869,0.60097
levofolinate,dyspnoeas,20,35.01,0.57,0.63,0.56,0.38784,0.56884,0.79899
pegaptanib,dyspnoeas,9,12.69,0.71,0.5,0.68,0.38776,0.68795,1.11403
alteplase,dyspnoeas,299,700.81,0.43,0.56,0.43,0.38758,0.42684,0.46868
indocyanine green,dyspnoeas,3,2.17,1.38,1.67,0.98,0.38741,1.02329,2.17283
sfosbuvir/velpatasvir,dyspnoeas,142,318.82,0.45,0.4,0.45,0.38716,0.44572,0.50991
tebentafusp,dyspnoeas,5,5.43,0.92,0.82,0.81,0.38651,0.83035,1.53247
succimer,dyspnoeas,4,3.76,1.06,1.05,0.87,0.38621,0.90371,1.76476
nevirapine,dyspnoeas,131,294.17,0.45,0.36,0.45,0.38486,0.44569,0.51261
alvimopan,dyspnoeas,7,9.03,0.77,0.79,0.72,0.3846,0.73624,1.25723
amphoterecin B,dyspnoeas,28,52.68,0.53,0.73,0.53,0.38457,0.53097,0.71053
tavaborole,dyspnoeas,8,10.91,0.73,0.38,0.69,0.38433,0.70586,1.17123
tisagenlecleucel,dyspnoeas,96,210.67,0.46,0.66,0.46,0.38408,0.45612,0.53665
urea,dyspnoeas,8,10.92,0.73,0.51,0.69,0.38383,0.70493,1.16968
ergonovine,dyspnoeas,2,0.79,2.53,2.57,1.19,0.38341,1.23377,3.23229
heptavax b,dyspnoeas,48,98.09,0.49,0.39,0.49,0.38336,0.48975,0.6142
gold,dyspnoeas,14,22.93,0.61,0.51,0.6,0.38184,0.60432,0.90009
thiothixene,dyspnoeas,21,37.75,0.56,0.52,0.55,0.38167,0.55456,0.77317
relugolix,dyspnoeas,51,105.59,0.48,0.47,0.48,0.38129,0.48347,0.60246
buparlisib,dyspnoeas,2,0.8,2.49,2.57,1.18,0.38105,1.22546,3.19451
penicillin g benzathine,dyspnoeas,5,5.53,0.9,0.74,0.8,0.38091,0.81832,1.51004
danazol,dyspnoeas,36,71.23,0.51,0.52,0.5,0.38071,0.5056,0.65522
linezolid,dyspnoeas,221,519.39,0.43,0.45,0.43,0.38046,0.42577,0.47453
diroximel,dyspnoeas,91,200.83,0.45,0.37,0.45,0.38014,0.4536,0.53596
methyldopa,dyspnoeas,66,141.63,0.47,0.45,0.47,0.37886,0.46652,0.56676
mitapivat,dyspnoeas,6,7.35,0.82,0.83,0.74,0.37885,0.76306,1.34878
esoxybutynin,dyspnoeas,14,23.13,0.61,0.56,0.59,0.37881,0.59952,0.89295
metipranolol,dyspnoeas,3,2.26,1.33,0.89,0.96,0.37856,0.99961,2.11841
rocuronium,dyspnoeas,76,165.74,0.46,0.57,0.46,0.37824,0.45907,0.55067
mecasermin,dyspnoeas,14,23.17,0.6,0.51,0.59,0.37823,0.5986,0.89158
solifenacin,dyspnoeas,176,410.63,0.43,0.4,0.43,0.37805,0.42893,0.4842
stiripentol,dyspnoeas,17,29.54,0.58,0.52,0.57,0.37752,0.5723,0.82483
dimethyl fumarate,dyspnoeas,24,44.81,0.54,0.51,0.53,0.37731,0.5349,0.73126
betadex,dyspnoeas,10,15.12,0.66,0.67,0.64,0.37594,0.64766,1.02689
probiotic,dyspnoeas,2,0.84,2.39,2.45,1.16,0.37489,1.20402,3.10107
penicillin g,dyspnoeas,51,107.57,0.47,0.44,0.47,0.37434,0.47466,0.59149
lisdexamfetamine,dyspnoeas,188,445.32,0.42,0.4,0.42,0.37392,0.42249,0.4751
thrombin,dyspnoeas,7,9.34,0.75,0.41,0.7,0.37387,0.71571,1.22205
empagliflozin/linagliptin,dyspnoeas,15,25.57,0.59,0.53,0.58,0.37381,0.58236,0.85708
becaplermin,dyspnoeas,17,29.87,0.57,0.21,0.56,0.37361,0.56637,0.81629
cariprazine,dyspnoeas,42,86.71,0.48,0.43,0.48,0.37307,0.48491,0.61715
darifenacin,dyspnoeas,35,70.56,0.5,0.43,0.49,0.37227,0.49643,0.64554
ospemifene,dyspnoeas,34,68.46,0.5,0.46,0.49,0.37114,0.49705,0.64867
liraglutide,dyspnoeas,341,841.95,0.41,0.35,0.41,0.37022,0.40521,0.44234
mazindol,dyspnoeas,8,11.39,0.7,0.7,0.67,0.36992,0.67939,1.12723
polidocanol,dyspnoeas,19,34.62,0.55,0.54,0.54,0.36935,0.54725,0.7748
pralatrexate,dyspnoeas,17,30.27,0.56,0.82,0.55,0.36893,0.55929,0.80607
raltegravir,dyspnoeas,83,187.21,0.44,0.42,0.44,0.3689,0.44393,0.52852
nefazodone,dyspnoeas,118,274.37,0.43,0.43,0.43,0.36882,0.43055,0.49881
molnupiravir,dyspnoeas,43,90.16,0.48,0.49,0.48,0.36858,0.47759,0.60622
felbinac,dyspnoeas,7,9.52,0.74,0.57,0.69,0.36788,0.70424,1.20242
trimipramine,dyspnoeas,7,9.53,0.73,0.71,0.69,0.36741,0.70334,1.20089
iotrolan,dyspnoeas,2,0.89,2.26,1.28,1.13,0.36691,1.17654,2.98878
cholestyramine,dyspnoeas,67,148.91,0.45,0.45,0.45,0.36651,0.45059,0.54665
valacyclovir,dyspnoeas,217,530.43,0.41,0.4,0.41,0.36547,0.40942,0.45675
adomiparin,dyspnoeas,5,5.84,0.86,0.83,0.76,0.3651,0.78435,1.44674
valproic acid,dyspnoeas,318,794.78,0.4,0.34,0.4,0.36458,0.40033,0.43835
ethoheptazine,dyspnoeas,2,0.9,2.22,2.14,1.12,0.36453,1.16838,2.95687
anesthetic,dyspnoeas,8,11.6,0.69,1.57,0.66,0.36418,0.66887,1.10975
polycarbophil,dyspnoeas,3,2.41,1.25,1.12,0.92,0.3641,0.96106,2.031
somatropin,dyspnoeas,371,938.14,0.4,0.33,0.4,0.36287,0.39566,0.43038
ampicillin,dyspnoeas,89,205.44,0.43,0.47,0.43,0.36284,0.43383,0.51353
romidepsin,dyspnoeas,27,53.7,0.5,0.67,0.5,0.36219,0.50311,0.67658
galantamine,dyspnoeas,65,145.95,0.45,0.44,0.44,0.36166,0.44607,0.5427
lemborexant,dyspnoeas,11,17.94,0.61,0.63,0.6,0.36027,0.60511,0.94189
oxycodone,dyspnoeas,2022,5425.53,0.37,0.35,0.37,0.35926,0.37272,0.38652
interferon/ribavarin,dyspnoeas,3,2.46,1.22,1.03,0.91,0.35919,0.94799,2.00168
nimodipine,dyspnoeas,10,15.9,0.63,0.7,0.61,0.35902,0.61852,0.98068
aurothioglucose,dyspnoeas,5,5.97,0.84,0.7,0.75,0.35879,0.7708,1.42155
medronic acid,dyspnoeas,2,0.94,2.14,2.85,1.1,0.35878,1.14882,2.88284
C1 esterase inhibitor,dyspnoeas,65,147.4,0.44,0.38,0.44,0.35816,0.44176,0.53744
vilazodone,dyspnoeas,65,147.49,0.44,0.41,0.44,0.35794,0.44148,0.53711
sincalide,dyspnoeas,6,7.94,0.76,1.04,0.7,0.35557,0.71621,1.2656
diroximel fumarate,dyspnoeas,1215,3260.64,0.37,0.34,0.37,0.35539,0.37269,0.39055
propylthiouracil,dyspnoeas,18,33.78,0.53,0.48,0.53,0.35516,0.53204,0.75976
tetracycline,dyspnoeas,45,98.67,0.46,0.4,0.46,0.35478,0.45697,0.57713
phentermine/topiramate,dyspnoeas,58,131.24,0.44,0.45,0.44,0.3545,0.44277,0.5446
nelfinavir,dyspnoeas,41,88.95,0.46,0.42,0.46,0.35418,0.46187,0.58944
rimegepant,dyspnoeas,72,167.16,0.43,0.37,0.43,0.3536,0.43149,0.52007
