activeingred,reaction,N,E,RR,PRR,EBGM,EBGM_05,EBGM_50,EBGM_95
sertraline,dyspnoeas,1299,2675.98,0.49,0.48,0.49,0.46361,0.48542,0.50791
lansoprazole,dyspnoeas,578,1163.55,0.5,0.5,0.5,0.46354,0.49673,0.53147
apomorphine,dyspnoeas,145,272.4,0.53,0.53,0.53,0.46279,0.53203,0.60784
denosumab,dyspnoeas,1588,3296.48,0.48,0.48,0.48,0.46212,0.48172,0.50188
olaparib,dyspnoeas,186,356.23,0.52,0.52,0.52,0.46163,0.52196,0.58734
ripretinib,dyspnoeas,57,98.86,0.58,0.58,0.57,0.45951,0.57519,0.70884
misoprostol,dyspnoeas,79,142,0.56,0.56,0.55,0.45942,0.55557,0.66428
sincalide,dyspnoeas,6,5.76,1.04,1.04,0.91,0.45866,0.93035,1.65379
trimethoprim/sulfamethoxazole,dyspnoeas,76,136.4,0.56,0.56,0.56,0.45836,0.5564,0.66751
glucagon,dyspnoeas,25,38.51,0.65,0.65,0.64,0.45657,0.64315,0.87477
lefamulin,dyspnoeas,4,2.92,1.37,1.37,1.05,0.45626,1.08146,2.13637
haloperidol,dyspnoeas,309,616.1,0.5,0.5,0.5,0.45607,0.50149,0.54983
reteplase,dyspnoeas,32,51.59,0.62,0.62,0.61,0.45584,0.61647,0.81106
toremifene,dyspnoeas,11,13.82,0.8,0.8,0.76,0.45492,0.76623,1.19539
tetrazepam,dyspnoeas,2,0.47,4.28,4.28,1.52,0.45482,1.53952,5.13851
umbralisib,dyspnoeas,7,7.4,0.95,0.95,0.85,0.45248,0.87103,1.49379
caffeine,dyspnoeas,38,63.43,0.6,0.6,0.59,0.45243,0.59647,0.76828
pheniramine,dyspnoeas,18,26.13,0.69,0.69,0.67,0.45207,0.67811,0.9694
hyoscyamine,dyspnoeas,19,27.96,0.68,0.68,0.66,0.45158,0.66991,0.94944
vorapaxar,dyspnoeas,6,5.88,1.02,1.02,0.89,0.45131,0.91543,1.62702
mercaptopurine,dyspnoeas,54,94.93,0.57,0.57,0.57,0.45054,0.56753,0.70322
atomoxetine,dyspnoeas,381,776.6,0.49,0.49,0.49,0.45044,0.49058,0.53305
fluoxetine,dyspnoeas,1126,2380.45,0.47,0.47,0.47,0.45022,0.47303,0.49658
radium,dyspnoeas,72,131.18,0.55,0.55,0.55,0.4491,0.54813,0.66074
loratadine/pseudoephedrine,dyspnoeas,135,260.49,0.52,0.52,0.52,0.44831,0.51805,0.59467
loteprednol,dyspnoeas,32,52.49,0.61,0.61,0.6,0.44827,0.60624,0.79759
sotorasib,dyspnoeas,31,50.58,0.61,0.61,0.61,0.44827,0.60925,0.80484
cefpodoxime,dyspnoeas,30,48.71,0.62,0.62,0.61,0.44797,0.61202,0.81196
bupivacaine,dyspnoeas,219,436.56,0.5,0.5,0.5,0.44796,0.50158,0.55931
propoxyphene,dyspnoeas,96,181.33,0.53,0.53,0.53,0.44543,0.52904,0.62251
polystyrene sulfonate,dyspnoeas,9,10.79,0.83,0.83,0.78,0.44529,0.79306,1.28801
ifosfamide,dyspnoeas,82,153.26,0.54,0.53,0.53,0.44363,0.53455,0.63712
monoctanoin,dyspnoeas,2,0.51,3.95,3.95,1.46,0.44308,1.4917,4.6913
phenylalanine,dyspnoeas,2,0.51,3.95,3.95,1.46,0.44308,1.4917,4.6913
ritonavir,dyspnoeas,235,476.39,0.49,0.49,0.49,0.44228,0.49325,0.54799
finasteride,dyspnoeas,318,654.92,0.49,0.49,0.49,0.44218,0.48555,0.53166
isocarboxazid,dyspnoeas,5,4.52,1.11,1.11,0.93,0.44167,0.95755,1.7794
mideol,dyspnoeas,86,162.25,0.53,0.53,0.53,0.4415,0.52961,0.62873
pitavastatin,dyspnoeas,33,55.29,0.6,0.6,0.59,0.44123,0.59391,0.77832
loratadine,dyspnoeas,490,1033.43,0.47,0.47,0.47,0.43982,0.47416,0.51024
sonidegib,dyspnoeas,16,23.25,0.69,0.69,0.67,0.43961,0.67625,0.98573
tolevamer,dyspnoeas,6,6.07,0.99,0.99,0.87,0.43959,0.89161,1.58431
promethazine,dyspnoeas,105,202.59,0.52,0.52,0.52,0.43952,0.51802,0.60536
nusinersen,dyspnoeas,94,179.81,0.52,0.52,0.52,0.43906,0.52243,0.61576
acetaminophen,dyspnoeas,1654,3618.57,0.46,0.46,0.46,0.43886,0.45709,0.47583
golumumab,dyspnoeas,30,49.84,0.6,0.6,0.6,0.4381,0.59853,0.79408
insulin aspart,dyspnoeas,53,95.67,0.55,0.55,0.55,0.43796,0.55291,0.68642
voxelotor,dyspnoeas,237,485.5,0.49,0.49,0.49,0.43789,0.48813,0.54207
etretinate,dyspnoeas,25,40.22,0.62,0.62,0.61,0.43779,0.6167,0.8388
alogliptin,dyspnoeas,31,51.86,0.6,0.6,0.59,0.43746,0.59456,0.78544
simeprevir,dyspnoeas,62,114.2,0.54,0.54,0.54,0.4372,0.54212,0.66262
testosterone,dyspnoeas,621,1329.42,0.47,0.47,0.47,0.43699,0.46714,0.49863
nystatin,dyspnoeas,31,52.06,0.6,0.6,0.59,0.43587,0.5924,0.78258
golimumab,dyspnoeas,513,1095.14,0.47,0.47,0.47,0.43527,0.46845,0.50327
rifaximin,dyspnoeas,175,354.25,0.49,0.49,0.49,0.43517,0.49395,0.55779
posaconazole,dyspnoeas,52,94.27,0.55,0.55,0.55,0.4351,0.55056,0.68485
niacin,dyspnoeas,632,1360.38,0.46,0.46,0.46,0.43487,0.46459,0.49564
aluminum hydroxide/magnesium hydroxide,dyspnoeas,18,27.22,0.66,0.66,0.65,0.43486,0.65231,0.93251
metoclopramide,dyspnoeas,319,668.74,0.48,0.48,0.48,0.43447,0.47702,0.52226
ethacrynate,dyspnoeas,8,9.42,0.85,0.85,0.79,0.4339,0.80055,1.33285
sulfacetamide,dyspnoeas,21,32.94,0.64,0.64,0.63,0.43379,0.63096,0.88046
eluxadoline,dyspnoeas,45,80.37,0.56,0.56,0.56,0.4335,0.55855,0.70561
romiplostim,dyspnoeas,252,523.47,0.48,0.48,0.48,0.43329,0.4814,0.53294
risdiplam,dyspnoeas,34,58.37,0.58,0.58,0.58,0.43291,0.58008,0.75735
netilmicin,dyspnoeas,6,6.19,0.97,0.97,0.86,0.43284,0.87791,1.55977
darbepoetin alfa,dyspnoeas,507,1088.09,0.47,0.47,0.47,0.43278,0.46597,0.50082
lamotrigine,dyspnoeas,869,1899.23,0.46,0.46,0.46,0.43252,0.45757,0.48357
cefixime,dyspnoeas,48,86.67,0.55,0.55,0.55,0.43244,0.55261,0.69322
buprenorphine,dyspnoeas,807,1760.5,0.46,0.46,0.46,0.43239,0.45841,0.48545
lactulose,dyspnoeas,30,50.58,0.59,0.59,0.59,0.43187,0.59002,0.78279
gsf,dyspnoeas,6,6.23,0.96,0.96,0.85,0.43063,0.87343,1.55176
etanercept,dyspnoeas,7176,16371.78,0.44,0.43,0.44,0.42986,0.43832,0.44688
amphetamine/dextroamphetamine,dyspnoeas,102,200.84,0.51,0.51,0.51,0.42969,0.50768,0.59458
insulin human,dyspnoeas,190,391.86,0.48,0.48,0.48,0.42938,0.48485,0.54491
echothiophate,dyspnoeas,8,9.54,0.84,0.84,0.78,0.42928,0.79201,1.31861
indocyanine green,dyspnoeas,3,1.79,1.67,1.67,1.11,0.42922,1.15524,2.49385
sodium fluoride,dyspnoeas,3,1.79,1.67,1.67,1.11,0.42922,1.15524,2.49385
tepotinib,dyspnoeas,10,13,0.77,0.77,0.73,0.42835,0.74037,1.17683
albendazole,dyspnoeas,24,39.21,0.61,0.61,0.6,0.42811,0.60745,0.83106
tramadol/acetaminophen,dyspnoeas,30,51.05,0.59,0.59,0.58,0.42803,0.58477,0.77581
rivaroxaban,dyspnoeas,2174,4908.74,0.44,0.44,0.44,0.42745,0.44289,0.4587
diazepam,dyspnoeas,343,733.49,0.47,0.47,0.47,0.42738,0.46765,0.51037
pentoxifylline,dyspnoeas,58,108.52,0.53,0.53,0.53,0.42726,0.53377,0.65666
hydrochlorothiazide/triamterene,dyspnoeas,67,127.44,0.53,0.53,0.52,0.42714,0.52523,0.6373
elbasvir/grasoprevir,dyspnoeas,73,140.13,0.52,0.52,0.52,0.42708,0.52052,0.62668
efalizumab,dyspnoeas,64,121.21,0.53,0.53,0.53,0.42684,0.52745,0.64274
typhoid,dyspnoeas,7,7.94,0.88,0.88,0.8,0.42615,0.8203,1.40639
pegfilgrastim,dyspnoeas,828,1835.18,0.45,0.45,0.45,0.42591,0.4512,0.47748
mupirocin,dyspnoeas,41,73.75,0.56,0.56,0.55,0.42507,0.55452,0.70792
aspartic acid,dyspnoeas,112,224.94,0.5,0.5,0.5,0.42461,0.4978,0.57895
ebastine,dyspnoeas,3,1.83,1.64,1.64,1.1,0.42397,1.14083,2.45914
lysine,dyspnoeas,3,1.83,1.64,1.64,1.1,0.42397,1.14083,2.45914
tramazoline,dyspnoeas,3,1.83,1.64,1.64,1.1,0.42397,1.14083,2.45914
ibritumomab tiuxetan,dyspnoeas,30,51.55,0.58,0.58,0.58,0.42393,0.57919,0.7684
cadexomer iodine,dyspnoeas,51,94.85,0.54,0.54,0.54,0.42326,0.53683,0.66912
imiquimod,dyspnoeas,59,111.9,0.53,0.53,0.53,0.42237,0.52664,0.6468
levofolinate,dyspnoeas,20,31.93,0.63,0.63,0.62,0.42232,0.62014,0.87186
benoxinate,dyspnoeas,2,0.58,3.42,3.42,1.37,0.42218,1.41003,4.06751
erythropoietin,dyspnoeas,2,0.58,3.42,3.42,1.37,0.42218,1.41003,4.06751
tesamorelin,dyspnoeas,45,82.62,0.54,0.54,0.54,0.42185,0.54354,0.68666
articaine/epinephrine,dyspnoeas,22,35.9,0.61,0.61,0.6,0.42152,0.60774,0.84212
sparsentan,dyspnoeas,7,8.06,0.87,0.87,0.79,0.42089,0.81019,1.38899
cefditoren,dyspnoeas,16,24.41,0.66,0.66,0.64,0.41974,0.64568,0.94118
ciltacabtagene autoleucel,dyspnoeas,5,4.83,1.04,1.04,0.88,0.41962,0.90962,1.6891
elacestrant,dyspnoeas,33,58.37,0.57,0.57,0.56,0.41853,0.56335,0.73828
abaloparatide,dyspnoeas,235,504.55,0.47,0.47,0.47,0.41767,0.46581,0.51751
lomitapide,dyspnoeas,55,104.94,0.52,0.52,0.52,0.41652,0.52355,0.64751
piroxicam,dyspnoeas,133,276.26,0.48,0.48,0.48,0.41616,0.48143,0.55318
velpatasvir,dyspnoeas,62,120.12,0.52,0.52,0.51,0.41591,0.51573,0.63036
antibiotic,dyspnoeas,4,3.35,1.19,1.19,0.95,0.41505,0.98316,1.93552
ranitidine,dyspnoeas,889,2030.56,0.44,0.44,0.44,0.41414,0.43784,0.46243
nomegestrol,dyspnoeas,3,1.91,1.57,1.57,1.07,0.41386,1.11313,2.39326
pramlintide,dyspnoeas,45,84.26,0.53,0.53,0.53,0.41379,0.53317,0.67355
elotuzumab,dyspnoeas,35,63.43,0.55,0.55,0.55,0.41241,0.55023,0.7158
deutetrabenazine,dyspnoeas,54,103.88,0.52,0.52,0.52,0.41223,0.51927,0.64343
bivalirudin,dyspnoeas,38,69.81,0.54,0.54,0.54,0.41188,0.54302,0.69943
aripiprazole,dyspnoeas,916,2106.45,0.43,0.43,0.43,0.41169,0.43489,0.45894
alefacept,dyspnoeas,54,104.27,0.52,0.52,0.52,0.41071,0.51736,0.64106
progesterone,dyspnoeas,68,134.92,0.5,0.5,0.5,0.41032,0.50377,0.61042
ferric sulfate ,dyspnoeas,18,29.05,0.62,0.62,0.61,0.40875,0.61315,0.87652
lurasidone,dyspnoeas,210,457.94,0.46,0.46,0.46,0.40862,0.45864,0.5126
pyrimethamine,dyspnoeas,17,27.1,0.63,0.63,0.61,0.40833,0.61994,0.89454
ticarcillin/clavulanate,dyspnoeas,20,33.1,0.6,0.6,0.59,0.40803,0.59916,0.84236
desvenlafaxine,dyspnoeas,297,661.34,0.45,0.45,0.45,0.40769,0.44916,0.49334
linezolid,dyspnoeas,221,486.24,0.45,0.45,0.45,0.4062,0.45458,0.50666
ursodiol,dyspnoeas,43,81.69,0.53,0.53,0.52,0.40548,0.52559,0.66736
chymopapain,dyspnoeas,20,33.33,0.6,0.6,0.59,0.40529,0.59514,0.83671
acitretin,dyspnoeas,55,107.89,0.51,0.51,0.51,0.40524,0.50937,0.62998
enoxacin,dyspnoeas,4,3.47,1.15,1.15,0.93,0.40509,0.95945,1.88761
dasabuvir,dyspnoeas,5,5.06,0.99,0.99,0.85,0.40447,0.87675,1.62736
mepyramine,dyspnoeas,3,1.99,1.51,1.51,1.04,0.40424,1.08685,2.33158
yohimbine,dyspnoeas,3,1.99,1.51,1.51,1.04,0.40424,1.08685,2.33158
cyclopentolate,dyspnoeas,14,21.49,0.65,0.65,0.63,0.40401,0.6407,0.95575
iproplatin,dyspnoeas,2,0.66,3.02,3.02,1.29,0.40389,1.34154,3.66225
pyriproxyfen,dyspnoeas,2,0.66,3.02,3.02,1.29,0.40389,1.34154,3.66225
reserpine,dyspnoeas,8,10.28,0.78,0.78,0.73,0.40214,0.74195,1.23508
tinzaparin,dyspnoeas,27,48.13,0.56,0.56,0.56,0.40191,0.5587,0.75179
donepezil,dyspnoeas,208,461.01,0.45,0.45,0.45,0.40183,0.45127,0.50462
tacrolimus,dyspnoeas,798,1873.06,0.43,0.43,0.43,0.40176,0.42608,0.45136
valbenazine,dyspnoeas,299,678.55,0.44,0.44,0.44,0.40017,0.44073,0.48393
tildrakizumab,dyspnoeas,16,25.7,0.62,0.62,0.61,0.39985,0.61511,0.8966
lanthanum,dyspnoeas,48,93.92,0.51,0.51,0.51,0.39959,0.51063,0.64057
glecaprevir/pibrentasvir,dyspnoeas,173,381.35,0.45,0.45,0.45,0.39946,0.45375,0.51275
verteporfin,dyspnoeas,43,83.01,0.52,0.52,0.52,0.39913,0.51735,0.65689
ramucirumab,dyspnoeas,56,111.83,0.5,0.5,0.5,0.39903,0.50051,0.61791
mirabegron,dyspnoeas,289,657.65,0.44,0.44,0.44,0.39842,0.43953,0.48339
natalizumab,dyspnoeas,2488,6043.29,0.41,0.41,0.41,0.39829,0.41171,0.42544
pitolisant,dyspnoeas,19,31.89,0.6,0.6,0.59,0.39828,0.59086,0.83739
ertapenem,dyspnoeas,47,92.2,0.51,0.51,0.51,0.39748,0.5093,0.64035
micafungin,dyspnoeas,31,57.28,0.54,0.54,0.54,0.39713,0.53975,0.71303
ivermectin,dyspnoeas,78,162.56,0.48,0.48,0.48,0.39629,0.47982,0.57434
oxcarbazepine,dyspnoeas,160,353.98,0.45,0.45,0.45,0.39597,0.45212,0.51334
erenumab,dyspnoeas,385,894.15,0.43,0.43,0.43,0.39559,0.43066,0.46774
medronic acid,dyspnoeas,2,0.7,2.85,2.85,1.26,0.3955,1.31094,3.50792
molsidomine,dyspnoeas,2,0.7,2.85,2.85,1.26,0.3955,1.31094,3.50792
isoniazid,dyspnoeas,61,124.52,0.49,0.49,0.49,0.39427,0.48977,0.59957
acetaminophen/oxycodone,dyspnoeas,71,147.65,0.48,0.48,0.48,0.39343,0.48087,0.58039
binimetinib,dyspnoeas,51,102.17,0.5,0.5,0.5,0.39335,0.49891,0.62185
cefepime,dyspnoeas,47,93.22,0.5,0.5,0.5,0.39323,0.50385,0.63349
dantrolene,dyspnoeas,28,51.4,0.54,0.54,0.54,0.39302,0.54304,0.72711
sodium phosphate,dyspnoeas,7,8.76,0.8,0.8,0.74,0.39192,0.75443,1.29309
loxapine,dyspnoeas,17,28.31,0.6,0.6,0.59,0.39176,0.59477,0.85823
nimodipine,dyspnoeas,10,14.37,0.7,0.7,0.67,0.39139,0.67651,1.07522
acamprosate,dyspnoeas,13,20.25,0.64,0.64,0.62,0.39113,0.63141,0.95451
daridorexant,dyspnoeas,27,49.53,0.55,0.55,0.54,0.39085,0.54333,0.73112
baclofen,dyspnoeas,493,1172.39,0.42,0.42,0.42,0.39021,0.42058,0.45248
ampicillin,dyspnoeas,89,190.87,0.47,0.47,0.47,0.39003,0.46639,0.55213
busulfan,dyspnoeas,93,200.25,0.46,0.46,0.46,0.39001,0.46452,0.54798
alvimopan,dyspnoeas,7,8.84,0.79,0.79,0.73,0.38895,0.74871,1.28325
danazol,dyspnoeas,36,69.81,0.52,0.52,0.51,0.38756,0.51495,0.6676
imipenem/cilastatin,dyspnoeas,90,194.68,0.46,0.46,0.46,0.3871,0.46241,0.54693
alatrofloxacin,dyspnoeas,23,41.39,0.56,0.56,0.55,0.38685,0.55317,0.7615
nirmatrelvir/ritonavir,dyspnoeas,532,1279.94,0.42,0.42,0.42,0.38679,0.41572,0.44605
oxtriphylline,dyspnoeas,4,3.7,1.08,1.08,0.88,0.38653,0.91537,1.79896
lumateperone,dyspnoeas,30,56.73,0.53,0.53,0.52,0.38619,0.52762,0.69999
caffiene/acetaminophen,dyspnoeas,171,389.91,0.44,0.44,0.44,0.38592,0.43871,0.4961
pegvisomant,dyspnoeas,66,138.89,0.48,0.48,0.47,0.38588,0.47526,0.57747
imipramine,dyspnoeas,77,165.13,0.47,0.47,0.47,0.38473,0.46641,0.55892
estropipate,dyspnoeas,17,28.89,0.59,0.59,0.58,0.38421,0.58332,0.8417
mitapivat,dyspnoeas,6,7.2,0.83,0.83,0.76,0.38202,0.77479,1.37557
hydrocodone,dyspnoeas,311,740.81,0.42,0.42,0.42,0.38201,0.41992,0.46027
ledipasvir/sofosbuvir,dyspnoeas,244,574.13,0.42,0.42,0.42,0.38198,0.42513,0.47141
pentazocine,dyspnoeas,32,61.95,0.52,0.52,0.51,0.38135,0.51574,0.67853
buparlisib,dyspnoeas,2,0.78,2.57,2.57,1.2,0.38,1.25536,3.25972
ergonovine,dyspnoeas,2,0.78,2.57,2.57,1.2,0.38,1.25536,3.25972
orlistat,dyspnoeas,421,1023.38,0.41,0.41,0.41,0.37939,0.41148,0.44532
glipizide,dyspnoeas,117,264.27,0.44,0.44,0.44,0.37914,0.44294,0.51352
travoprost,dyspnoeas,59,125.14,0.47,0.47,0.47,0.37819,0.47156,0.57915
succimer,dyspnoeas,4,3.82,1.05,1.05,0.86,0.37788,0.89484,1.75784
betadex,dyspnoeas,10,14.95,0.67,0.67,0.64,0.37743,0.65239,1.03687
olsalazine,dyspnoeas,7,9.19,0.76,0.76,0.71,0.3761,0.72399,1.24079
molnupiravir,dyspnoeas,43,88.19,0.49,0.49,0.49,0.37606,0.48746,0.61894
clevidipine,dyspnoeas,6,7.36,0.82,0.82,0.74,0.37524,0.76105,1.35108
bisacodyl,dyspnoeas,39,79.28,0.49,0.49,0.49,0.37435,0.49175,0.63145
lurbinectedin,dyspnoeas,12,19.16,0.63,0.63,0.61,0.37422,0.61628,0.94551
brexucabtagene autoleucel,dyspnoeas,16,27.57,0.58,0.58,0.57,0.37408,0.57547,0.83882
brinzolamide/brimonidine,dyspnoeas,33,65.53,0.5,0.5,0.5,0.37375,0.50308,0.6593
probiotic,dyspnoeas,2,0.82,2.45,2.45,1.17,0.37279,1.22992,3.15731
levorphanol,dyspnoeas,9,13.16,0.68,0.68,0.65,0.37278,0.66396,1.07805
dexrazoxane,dyspnoeas,8,11.21,0.71,0.71,0.67,0.3724,0.68712,1.14365
icodextrin,dyspnoeas,104,237.01,0.44,0.44,0.44,0.37222,0.43905,0.51345
relugolix,dyspnoeas,51,108.17,0.47,0.47,0.47,0.37183,0.47161,0.58782
risankizumab,dyspnoeas,426,1059.47,0.4,0.4,0.4,0.37101,0.40219,0.43507
terconazole,dyspnoeas,19,34.34,0.55,0.55,0.55,0.37096,0.55034,0.77997
rilpivirine,dyspnoeas,42,87.37,0.48,0.48,0.48,0.36967,0.48068,0.61198
siltuximab,dyspnoeas,6,7.51,0.8,0.8,0.73,0.36869,0.74779,1.32745
methyldopa,dyspnoeas,66,145.47,0.45,0.45,0.45,0.36859,0.45396,0.5516
naltrexone,dyspnoeas,311,768.15,0.4,0.4,0.4,0.36844,0.40501,0.44392
amantadine,dyspnoeas,63,138.54,0.45,0.45,0.45,0.36759,0.45501,0.5553
ustekinumab,dyspnoeas,715,1829.3,0.39,0.39,0.39,0.36738,0.39093,0.41546
norethindrone,dyspnoeas,117,272.91,0.43,0.43,0.43,0.3672,0.42898,0.49734
saquinavir,dyspnoeas,37,76.16,0.49,0.49,0.48,0.36701,0.48572,0.62762
aluminum chlorohydrate,dyspnoeas,4,3.97,1.01,1.01,0.84,0.36694,0.86888,1.70598
metreleptin,dyspnoeas,21,39.21,0.54,0.54,0.53,0.36687,0.53364,0.74466
mazindol,dyspnoeas,8,11.41,0.7,0.7,0.66,0.36675,0.6767,1.12628
nefazodone,dyspnoeas,118,276.18,0.43,0.43,0.43,0.3662,0.42753,0.49535
sorbitol,dyspnoeas,3,2.34,1.28,1.28,0.94,0.36607,0.9832,2.09483
dimethindene,dyspnoeas,2,0.86,2.33,2.33,1.15,0.36591,1.20582,3.06555
talimogene laherparepvec,dyspnoeas,18,32.63,0.55,0.55,0.54,0.36575,0.54867,0.78434
cholestyramine,dyspnoeas,67,149.13,0.45,0.45,0.45,0.36561,0.44957,0.5455
lemborexant,dyspnoeas,11,17.56,0.63,0.63,0.61,0.36536,0.61543,0.95998
amphetamine,dyspnoeas,63,139.51,0.45,0.45,0.45,0.36505,0.45187,0.55147
apraclonidine,dyspnoeas,8,11.56,0.69,0.69,0.66,0.36235,0.66858,1.11277
ergotamine,dyspnoeas,8,11.56,0.69,0.69,0.66,0.36235,0.66858,1.11277
mosunetuzumab,dyspnoeas,9,13.63,0.66,0.66,0.63,0.3612,0.64336,1.04457
polidocanol,dyspnoeas,19,35.47,0.54,0.54,0.53,0.35961,0.5335,0.75611
bictegravir,dyspnoeas,52,114.36,0.45,0.45,0.45,0.3596,0.45503,0.56601
IUD,dyspnoeas,816,2142.47,0.38,0.38,0.38,0.35943,0.38093,0.40328
phentermine/topiramate,dyspnoeas,58,129.35,0.45,0.45,0.45,0.3592,0.44875,0.55207
ethambutol,dyspnoeas,23,44.78,0.51,0.51,0.51,0.35848,0.51263,0.70568
thiothixene,dyspnoeas,21,40.18,0.52,0.52,0.52,0.35829,0.52116,0.72724
carglumic,dyspnoeas,10,15.85,0.63,0.63,0.61,0.35786,0.61858,0.98311
dextroamphetamine,dyspnoeas,66,150.18,0.44,0.44,0.44,0.35713,0.43985,0.53446
vincristine,dyspnoeas,157,384.81,0.41,0.41,0.41,0.35709,0.40826,0.46409
dimethyl fumarate,dyspnoeas,24,47.39,0.51,0.51,0.5,0.35639,0.50571,0.69187
deferiprone,dyspnoeas,27,54.59,0.49,0.49,0.49,0.35553,0.49424,0.66506
nonacog alfa,dyspnoeas,47,103.26,0.46,0.46,0.45,0.35549,0.4555,0.57271
methacycline,dyspnoeas,3,2.45,1.22,1.22,0.91,0.35492,0.95309,2.02759
semaglutide,dyspnoeas,282,720.22,0.39,0.39,0.39,0.35464,0.39172,0.4313
saxagliptin,dyspnoeas,61,138.73,0.44,0.44,0.44,0.35429,0.44011,0.53878
lisdexamfetamine,dyspnoeas,188,469.93,0.4,0.4,0.4,0.35426,0.4003,0.45016
solifenacin,dyspnoeas,176,438.39,0.4,0.4,0.4,0.35405,0.40172,0.4535
trimipramine,dyspnoeas,7,9.85,0.71,0.71,0.67,0.35401,0.6815,1.16784
exenatide,dyspnoeas,978,2621.43,0.37,0.37,0.37,0.35386,0.37314,0.3931
galantamine,dyspnoeas,65,149.05,0.44,0.44,0.44,0.35384,0.43651,0.53115
bisdisulizole,dyspnoeas,31,64.48,0.48,0.48,0.48,0.35372,0.48076,0.63511
valacyclovir,dyspnoeas,217,548.35,0.4,0.4,0.4,0.35344,0.39595,0.44175
ethoheptazine,dyspnoeas,2,0.93,2.14,2.14,1.1,0.35297,1.16106,2.90659
desmopressin,dyspnoeas,76,177.98,0.43,0.43,0.43,0.35212,0.42743,0.51279
tedizolid,dyspnoeas,8,11.95,0.67,0.67,0.64,0.3518,0.64914,1.08036
adomiparin,dyspnoeas,5,6.04,0.83,0.83,0.74,0.35162,0.76216,1.4131
elexacaftor/ivacaftor/tezacaftor,dyspnoeas,14,24.92,0.56,0.56,0.55,0.35146,0.5574,0.83147
tralokinumab,dyspnoeas,19,36.33,0.52,0.52,0.52,0.35145,0.5214,0.73896
esoxybutynin,dyspnoeas,14,25,0.56,0.56,0.55,0.35043,0.55576,0.82902
tebentafusp,dyspnoeas,5,6.07,0.82,0.82,0.74,0.34979,0.7582,1.40572
esmethadone,dyspnoeas,78,184.79,0.42,0.42,0.42,0.34897,0.42254,0.50577
didanosine,dyspnoeas,56,128.22,0.44,0.44,0.44,0.34857,0.43723,0.53978
estrogens,dyspnoeas,431,1141.94,0.38,0.38,0.38,0.34845,0.37755,0.40823
cimetidine,dyspnoeas,179,454.82,0.39,0.39,0.39,0.34747,0.39383,0.44414
raltegravir,dyspnoeas,83,198.85,0.42,0.42,0.42,0.34717,0.41784,0.49752
lindane,dyspnoeas,11,18.57,0.59,0.59,0.58,0.34686,0.58429,0.91139
sfosbuvir/velpatasvir,dyspnoeas,142,355.92,0.4,0.4,0.4,0.34681,0.39929,0.45681
paliperidone,dyspnoeas,385,1020.62,0.38,0.38,0.38,0.34664,0.37737,0.40986
palifermin,dyspnoeas,9,14.29,0.63,0.63,0.61,0.34599,0.61627,1.00057
fenoprofen,dyspnoeas,41,91.31,0.45,0.45,0.45,0.34457,0.44952,0.57387
penicillin g,dyspnoeas,51,116.93,0.44,0.44,0.44,0.3443,0.4367,0.54431
propofol,dyspnoeas,149,378.35,0.39,0.39,0.39,0.34351,0.39414,0.44952
galcanezumab,dyspnoeas,249,652.82,0.38,0.38,0.38,0.34328,0.38164,0.42275
cefonicid,dyspnoeas,11,18.81,0.58,0.58,0.57,0.34285,0.57754,0.90087
tetracaine,dyspnoeas,7,10.24,0.68,0.68,0.64,0.34219,0.65876,1.12882
ospemifene,dyspnoeas,34,74.29,0.46,0.46,0.46,0.34185,0.45808,0.59808
stiripentol,dyspnoeas,17,32.82,0.52,0.52,0.51,0.34008,0.51636,0.74508
empagliflozin/linagliptin,dyspnoeas,15,28.19,0.53,0.53,0.52,0.33931,0.52961,0.78053
maprotiline,dyspnoeas,31,67.44,0.46,0.46,0.46,0.33852,0.4601,0.60782
phenylpropanolamine,dyspnoeas,18,35.43,0.51,0.51,0.5,0.33792,0.50694,0.7247
flumazenil,dyspnoeas,9,14.72,0.61,0.61,0.59,0.3368,0.59992,0.97402
oxycodone,dyspnoeas,2022,5788.1,0.35,0.35,0.35,0.33675,0.34937,0.3623
plecanatide,dyspnoeas,15,28.42,0.53,0.53,0.52,0.33666,0.52547,0.77443
brimonidine,dyspnoeas,150,389.1,0.39,0.39,0.39,0.33644,0.38585,0.43988
eptinezumab,dyspnoeas,52,122.57,0.42,0.42,0.42,0.33577,0.42488,0.52852
polysorbate 80,dyspnoeas,2,1.05,1.9,1.9,1.04,0.3354,1.10107,2.71183
polycarbophil,dyspnoeas,3,2.69,1.12,1.12,0.86,0.33458,0.89824,1.90647
naloxegol,dyspnoeas,28,60.62,0.46,0.46,0.46,0.33457,0.46228,0.61899
latanoprostene bunod,dyspnoeas,7,10.51,0.67,0.67,0.63,0.33437,0.64373,1.10302
cabotegravir/rilpivirine,dyspnoeas,25,53.23,0.47,0.47,0.47,0.33361,0.46996,0.63923
nelarabine,dyspnoeas,12,21.69,0.55,0.55,0.54,0.33323,0.54881,0.84201
phenelzine,dyspnoeas,51,120.9,0.42,0.42,0.42,0.33312,0.42252,0.52664
vepoloxamer,dyspnoeas,60,145.08,0.41,0.41,0.41,0.33283,0.41421,0.50789
pimavanserin,dyspnoeas,510,1430.74,0.36,0.36,0.36,0.33125,0.35658,0.38317
oxyquinoline,dyspnoeas,2,1.09,1.83,1.83,1.03,0.32996,1.08267,2.65544
